trade_id,trade_date,trader,desk,product_type,counterparty,buy_sell,quantity,price,notional_value,trade_status,amendment_flag,cancellation_flag,booking_datetime,amendment_datetime,settlement_date
T00461,2026-01-27 00:00:00,Courtney Wagner,Equities,Equity,Foster Jones and Reed,Buy,1578,40.13,63325.14,Booked,False,False,2026-01-27 15:46:00,,2026-01-28 00:00:00
T00462,2026-01-27 00:00:00,Courtney Wagner,Equities,Equity,Crawford-Garrett,Buy,1370,281.78,386038.6,Booked,False,False,2026-01-27 15:58:00,,2026-01-28 00:00:00
T00463,2026-01-27 00:00:00,Eddie Hernandez,Credit,Bond,Wright and Sons,Buy,18045,92.905,1676470.72,Booked,False,False,2026-01-27 16:01:00,,2026-01-28 00:00:00
T00464,2026-01-27 00:00:00,Natalie Castillo,Rates,Bond,Larsen Ray and Young,Buy,59693,109.953,6563424.43,Booked,False,False,2026-01-27 16:15:00,,2026-01-28 00:00:00
T00465,2026-01-27 00:00:00,Joshua Wilson,Commodities,Option,Stanton-Wilkinson,Buy,679,1103.18,749059.22,Booked,False,False,2026-01-27 17:26:00,,2026-01-28 00:00:00
T00466,2026-01-28 00:00:00,David Williams,Equities,Option,Wright and Sons,Buy,3271,575.15,1881315.65,Booked,False,False,2026-01-28 07:00:00,,2026-01-29 00:00:00
T00467,2026-01-28 00:00:00,Sarah Silva,Rates,Swap,Foster Jones and Reed,Sell,13,832665.15,10824646.95,Booked,False,False,2026-01-28 08:10:00,,2026-01-30 00:00:00
T00468,2026-01-28 00:00:00,Tracy Hayes,Rates,Bond,Wall PLC,Buy,20174,105.014,2118552.44,Booked,False,False,2026-01-28 08:27:00,,2026-01-29 00:00:00
T00469,2026-01-28 00:00:00,Sarah Silva,Rates,Bond,Miranda and Sons,Buy,41385,97.858,4049853.33,Booked,False,False,2026-01-28 10:24:00,,2026-01-29 00:00:00
T00470,2026-01-28 00:00:00,Tracy Hayes,Rates,Bond,Wall PLC,Buy,12590,109.213,1374991.67,Booked,False,False,2026-01-28 10:48:00,,2026-01-29 00:00:00
T00471,2026-01-28 00:00:00,Joshua Stevenson,Credit,Bond,Dominguez and Sons,Sell,118708,111.16,13195581.28,Booked,False,False,2026-01-28 11:04:00,,2026-01-29 00:00:00
T00472,2026-01-28 00:00:00,David Williams,Equities,Equity,Larsen Ray and Young,Buy,21697,385.94,8373740.18,Booked,False,False,2026-01-28 11:13:00,,2026-01-29 00:00:00
T00473,2026-01-28 00:00:00,Pamela Hahn,FX,FX Forward,Mitchell-Rodgers,Sell,2321884,1.1363,2638356.79,Booked,False,False,2026-01-28 11:58:00,,2026-03-27 00:00:00
T00474,2026-01-28 00:00:00,Courtney Wagner,Equities,Equity,Larsen Ray and Young,Buy,2385,443.08,1056745.8,Booked,False,False,2026-01-28 12:15:00,,2026-01-29 00:00:00
T00475,2026-01-28 00:00:00,Courtney Wagner,Equities,Equity,Mclaughlin PLC,Buy,2374,341.29,810222.46,Booked,False,False,2026-01-28 12:53:00,,2026-01-29 00:00:00
T00476,2026-01-28 00:00:00,Dylan Lopez,FX,FX Forward,Wall PLC,Sell,2981018,1.3768,4104265.58,Amended,True,False,2026-01-28 14:35:00,2026-01-30 19:03:00,2026-02-26 00:00:00
T00477,2026-01-28 00:00:00,Raymond Williams,FX,FX Forward,Mcconnell-Fisher,Sell,1177695,1.277,1503916.52,Booked,False,False,2026-01-28 14:44:00,,2026-03-27 00:00:00
T00478,2026-01-28 00:00:00,David Williams,Equities,Equity,Mitchell-Rodgers,Sell,4800,13.83,66384.0,Amended,True,False,2026-01-28 14:59:00,2026-01-28 15:44:00,2026-01-29 00:00:00
T00479,2026-01-28 00:00:00,Pamela Hahn,FX,FX Forward,Morales-Woodard,Sell,936111,1.3224,1237913.19,Booked,False,False,2026-01-28 15:02:00,,2026-04-27 00:00:00
T00480,2026-01-28 00:00:00,Joshua Stevenson,Credit,Bond,Crawford-Garrett,Sell,50113,89.694,4494835.42,Booked,False,False,2026-01-28 15:15:00,,2026-01-29 00:00:00
T00481,2026-01-28 00:00:00,Kevin Gutierrez,Equities,Equity,Larsen Ray and Young,Buy,7178,35.79,256900.62,Booked,False,False,2026-01-28 15:33:00,,2026-01-29 00:00:00
T00482,2026-01-28 00:00:00,Pamela Hahn,FX,FX Forward,Mcconnell-Fisher,Sell,4745475,1.1517,5465363.56,Booked,False,False,2026-01-28 15:51:00,,2026-02-26 00:00:00
T00483,2026-01-28 00:00:00,Courtney Wagner,Equities,Option,Ellis Group,Sell,1114,522.63,582209.82,Cancelled,True,True,2026-01-28 15:55:00,2026-02-12 12:29:00,2026-01-29 00:00:00
T00484,2026-01-28 00:00:00,Raymond Williams,FX,FX Forward,Stanton-Wilkinson,Sell,4071719,0.9273,3775705.03,Amended,True,False,2026-01-28 16:52:00,2026-01-28 19:36:00,2026-03-27 00:00:00
T00485,2026-01-28 00:00:00,Sarah Silva,Rates,Swap,Fernandez-Ferguson,Buy,37,385635.77,14268523.49,Booked,False,False,2026-01-28 17:12:00,,2026-01-30 00:00:00
T00486,2026-01-29 00:00:00,Sarah Silva,Rates,Bond,Chang-Peterson,Buy,29678,107.206,3181659.67,Amended,True,False,2026-01-29 09:23:00,2026-01-29 10:08:00,2026-01-30 00:00:00
T00487,2026-01-29 00:00:00,Tracy Hayes,Rates,Bond,Mclaughlin PLC,Sell,21306,92.279,1966096.37,Booked,False,False,2026-01-29 09:48:00,,2026-01-30 00:00:00
T00488,2026-01-29 00:00:00,Raymond Williams,FX,Option,Chang-Peterson,Sell,573,79.58,45599.34,Booked,False,False,2026-01-29 10:15:00,,2026-01-30 00:00:00
T00489,2026-01-29 00:00:00,Sarah Silva,Rates,Bond,Foster Jones and Reed,Sell,23333,92.983,2169572.34,Booked,False,False,2026-01-29 10:42:00,,2026-01-30 00:00:00
T00490,2026-01-29 00:00:00,Raymond Williams,FX,FX Forward,Foster Jones and Reed,Sell,676509,0.8533,577265.13,Booked,False,False,2026-01-29 10:53:00,,2026-04-28 00:00:00
T00491,2026-01-29 00:00:00,Courtney Wagner,Equities,Equity,Crawford-Garrett,Sell,2878,358.94,1033029.32,Booked,False,False,2026-01-29 12:08:00,,2026-01-30 00:00:00
T00492,2026-01-29 00:00:00,Raymond Williams,FX,FX Forward,Powell Clark and Lopez,Sell,4953951,0.9299,4606679.03,Booked,False,False,2026-01-29 12:10:00,,2026-02-27 00:00:00
T00493,2026-01-29 00:00:00,Kevin Gutierrez,Equities,Equity,Anthony-Baker,Sell,23979,99.4,2383512.6,Booked,False,False,2026-01-29 12:21:00,,2026-01-30 00:00:00
T00494,2026-01-29 00:00:00,Tracy Hayes,Rates,Swap,Wall PLC,Buy,12,467906.35,5614876.2,Booked,False,False,2026-01-29 12:34:00,,2026-02-02 00:00:00
T00495,2026-01-29 00:00:00,Heather Garrett,Commodities,Option,Crawford-Garrett,Sell,757,856.67,648499.19,Booked,False,False,2026-01-29 12:39:00,,2026-01-30 00:00:00
T00496,2026-01-29 00:00:00,Tracy Hayes,Rates,Bond,Powell Clark and Lopez,Sell,42102,111.834,4708435.07,Booked,False,False,2026-01-29 13:29:00,,2026-01-30 00:00:00
T00497,2026-01-29 00:00:00,Courtney Wagner,Equities,Equity,Dominguez and Sons,Buy,2439,104.55,254997.45,Booked,False,False,2026-01-29 13:56:00,,2026-01-30 00:00:00
T00498,2026-01-29 00:00:00,Raymond Williams,FX,FX Forward,Stanton-Wilkinson,Buy,413857,0.7906,327195.34,Booked,False,False,2026-01-29 15:30:00,,2026-04-28 00:00:00
T00499,2026-01-29 00:00:00,Dylan Lopez,FX,Option,Lam-Gonzalez,Sell,1549,166.64,258125.36,Booked,False,False,2026-01-29 16:14:00,,2026-01-30 00:00:00
T00500,2026-01-29 00:00:00,Dylan Lopez,FX,Option,Wall PLC,Sell,1373,1124.99,1544611.27,Booked,False,False,2026-01-29 17:53:00,,2026-01-30 00:00:00
T00501,2026-01-29 00:00:00,Kevin Gutierrez,Equities,Option,Larsen Ray and Young,Buy,1456,790.93,1151594.08,Booked,False,False,2026-01-29 19:38:00,,2026-01-30 00:00:00
T00502,2026-01-30 00:00:00,Natalie Castillo,Rates,Bond,Chang-Peterson,Sell,477996,91.464,43719426.14,Booked,False,False,2026-01-30 08:26:00,,2026-02-02 00:00:00
T00503,2026-01-30 00:00:00,David Williams,Equities,Option,Fernandez-Ferguson,Sell,940,845.91,795155.4,Amended,True,False,2026-01-30 08:43:00,2026-02-02 09:47:00,2026-02-02 00:00:00
T00504,2026-01-30 00:00:00,Margaret Arellano,Commodities,Swap,Foster Jones and Reed,Sell,67,884030.1,59230016.7,Booked,False,False,2026-01-30 08:44:00,,2026-02-03 00:00:00
T00505,2026-01-30 00:00:00,Courtney Wagner,Equities,Equity,Allen Morgan and Reed,Sell,8150,41.43,337654.5,Booked,False,False,2026-01-30 08:59:00,,2026-02-02 00:00:00
T00506,2026-01-30 00:00:00,Courtney Wagner,Equities,Equity,Lam-Gonzalez,Buy,2527,123.97,313272.19,Booked,False,False,2026-01-30 09:09:00,,2026-02-02 00:00:00
T00507,2026-01-30 00:00:00,Natalie Castillo,Rates,Bond,Wright and Sons,Buy,18649,106.674,1989363.43,Booked,False,False,2026-01-30 10:47:00,,2026-02-02 00:00:00
T00508,2026-01-30 00:00:00,Kevin Gutierrez,Equities,Equity,Mclaughlin PLC,Buy,1220,142.22,173508.4,Booked,False,False,2026-01-30 10:51:00,,2026-02-02 00:00:00
T00509,2026-01-30 00:00:00,Kevin Gutierrez,Equities,Equity,Mclaughlin PLC,Buy,5178,19.51,101022.78,Booked,False,False,2026-01-30 11:59:00,,2026-02-02 00:00:00
T00510,2026-01-30 00:00:00,Raymond Williams,FX,Option,Larsen Ray and Young,Buy,790,63.14,49880.6,Booked,False,False,2026-01-30 12:12:00,,2026-02-02 00:00:00
T00511,2026-01-30 00:00:00,Natalie Castillo,Rates,Swap,Chang-Peterson,Buy,7,471912.53,3303387.71,Booked,False,False,2026-01-30 12:47:00,,2026-02-03 00:00:00
T00512,2026-01-30 00:00:00,Courtney Wagner,Equities,Equity,Allen Morgan and Reed,Sell,22481,444.34,9989207.54,Booked,False,False,2026-01-30 12:59:00,,2026-02-02 00:00:00
T00513,2026-01-30 00:00:00,Edward Taylor,Credit,Bond,Stanton-Wilkinson,Buy,28318,91.978,2604633.0,Booked,False,False,2026-01-30 13:18:00,,2026-02-02 00:00:00
T00514,2026-01-30 00:00:00,Sarah Silva,Rates,Bond,Anthony-Baker,Sell,33986,105.55,3587222.3,Booked,False,False,2026-01-30 13:56:00,,2026-02-02 00:00:00
T00515,2026-01-30 00:00:00,Raymond Williams,FX,FX Forward,Wright and Sons,Buy,1149374,1.232,1416028.77,Booked,False,False,2026-01-30 14:31:00,,2026-03-02 00:00:00
T00516,2026-01-30 00:00:00,Tracy Hayes,Rates,Swap,Larsen Ray and Young,Sell,9,921607.51,8294467.59,Booked,False,False,2026-01-30 14:43:00,,2026-02-03 00:00:00
T00517,2026-01-30 00:00:00,Joshua Stevenson,Credit,Bond,Foster Jones and Reed,Buy,36022,89.439,3221771.66,Booked,False,False,2026-01-30 14:45:00,,2026-02-02 00:00:00
T00518,2026-01-30 00:00:00,Pamela Hahn,FX,FX Forward,Sullivan-Baxter,Sell,2268842,1.1916,2703552.13,Booked,False,False,2026-01-30 14:55:00,,2026-03-02 00:00:00
T00519,2026-01-30 00:00:00,Joshua Stevenson,Credit,Bond,Foster Jones and Reed,Buy,226329,91.313,20666779.98,Booked,False,False,2026-01-30 14:58:00,,2026-02-02 00:00:00
T00520,2026-01-30 00:00:00,Natalie Castillo,Rates,Bond,Foster Jones and Reed,Sell,29921,88.237,2640139.28,Booked,False,False,2026-01-30 15:08:00,,2026-02-02 00:00:00
T00521,2026-01-30 00:00:00,Tracy Hayes,Rates,Bond,Fernandez-Ferguson,Sell,18911,98.156,1856228.12,Booked,False,False,2026-01-30 15:14:00,,2026-02-02 00:00:00
T00522,2026-01-30 00:00:00,Raymond Williams,FX,FX Forward,Anthony-Baker,Sell,2341714,0.7828,1833093.72,Booked,False,False,2026-01-30 17:03:00,,2026-03-31 00:00:00
T00523,2026-02-02 00:00:00,Sarah Silva,Rates,Bond,Powell Clark and Lopez,Sell,278238,91.799,25541970.16,Booked,False,False,2026-02-02 09:36:00,,2026-02-03 00:00:00
T00524,2026-02-02 00:00:00,Dylan Lopez,FX,FX Forward,Mclaughlin PLC,Sell,1476731,1.5666,2313446.78,Booked,False,False,2026-02-02 09:57:00,,2026-04-01 00:00:00
T00525,2026-02-02 00:00:00,Raymond Williams,FX,FX Forward,Lee PLC,Buy,2575919,1.2377,3188214.95,Booked,False,False,2026-02-02 10:30:00,,2026-04-01 00:00:00
T00526,2026-02-02 00:00:00,Raymond Williams,FX,FX Forward,Crawford-Garrett,Buy,534023,0.8554,456803.27,Booked,False,False,2026-02-02 11:59:00,,2026-04-30 00:00:00
T00527,2026-02-02 00:00:00,Margaret Arellano,Commodities,Swap,Anthony-Baker,Sell,31,426089.41,13208771.71,Amended,True,False,2026-02-02 12:22:00,2026-02-23 15:32:00,2026-02-04 00:00:00
T00528,2026-02-02 00:00:00,David Williams,Equities,Option,Crawford-Garrett,Sell,293,1190.04,348681.72,Booked,False,False,2026-02-02 12:59:00,,2026-02-03 00:00:00
T00529,2026-02-02 00:00:00,Joshua Wilson,Commodities,Option,Mitchell-Rodgers,Sell,701,812.87,569821.87,Booked,False,False,2026-02-02 13:04:00,,2026-02-03 00:00:00
T00530,2026-02-02 00:00:00,Kevin Gutierrez,Equities,Equity,Larsen Ray and Young,Buy,2741,150.57,412712.37,Booked,False,False,2026-02-02 13:25:00,,2026-02-03 00:00:00
T00531,2026-02-02 00:00:00,Sarah Silva,Rates,Bond,Stanton-Wilkinson,Sell,4175,105.862,441973.85,Booked,False,False,2026-02-02 14:46:00,,2026-02-03 00:00:00
T00532,2026-02-02 00:00:00,Joshua Stevenson,Credit,Bond,Crawford-Garrett,Buy,30177,106.799,3222873.42,Booked,False,False,2026-02-02 14:48:00,,2026-02-03 00:00:00
T00533,2026-02-02 00:00:00,Tracy Hayes,Rates,Swap,Mitchell-Rodgers,Sell,5,521634.53,2608172.65,Booked,False,False,2026-02-02 15:09:00,,2026-02-04 00:00:00
T00534,2026-02-03 00:00:00,Natalie Castillo,Rates,Swap,Chang-Peterson,Sell,2,855391.41,1710782.82,Booked,False,False,2026-02-03 07:47:00,,2026-02-05 00:00:00
T00535,2026-02-03 00:00:00,Kevin Gutierrez,Equities,Option,Larsen Ray and Young,Buy,906,562.04,509208.24,Cancelled,True,True,2026-02-03 08:43:00,2026-02-03 15:43:00,2026-02-04 00:00:00
T00536,2026-02-03 00:00:00,Pamela Hahn,FX,FX Forward,Mclaughlin PLC,Buy,1297137,0.8062,1045751.85,Booked,False,False,2026-02-03 09:26:00,,2026-03-04 00:00:00
T00537,2026-02-03 00:00:00,Courtney Wagner,Equities,Equity,Crawford-Garrett,Sell,1556,190.51,296433.56,Amended,True,False,2026-02-03 09:55:00,2026-02-04 14:44:00,2026-02-04 00:00:00
T00538,2026-02-03 00:00:00,Sarah Silva,Rates,Swap,Mclaughlin PLC,Sell,35,740345.61,25912096.35,Booked,False,False,2026-02-03 10:54:00,,2026-02-05 00:00:00
T00539,2026-02-03 00:00:00,Margaret Arellano,Commodities,Swap,Anthony-Baker,Buy,20,423471.13,8469422.6,Booked,False,False,2026-02-03 10:57:00,,2026-02-05 00:00:00
T00540,2026-02-03 00:00:00,Tracy Hayes,Rates,Bond,Crawford-Garrett,Buy,39192,97.906,3837131.95,Booked,False,False,2026-02-03 11:15:00,,2026-02-04 00:00:00
T00541,2026-02-03 00:00:00,Courtney Wagner,Equities,Equity,Mitchell-Rodgers,Buy,1508,176.32,265890.56,Booked,False,False,2026-02-03 11:26:00,,2026-02-04 00:00:00
T00542,2026-02-03 00:00:00,Courtney Wagner,Equities,Equity,Ellis Group,Sell,3902,348.01,1357935.02,Booked,False,False,2026-02-03 11:40:00,,2026-02-04 00:00:00
T00543,2026-02-03 00:00:00,Courtney Wagner,Equities,Equity,Chang-Peterson,Sell,8048,477.5,3842920.0,Booked,False,False,2026-02-03 12:39:00,,2026-02-04 00:00:00
T00544,2026-02-03 00:00:00,Sarah Silva,Rates,Swap,Ellis Group,Buy,15,320822.39,4812335.85,Booked,False,False,2026-02-03 12:46:00,,2026-02-05 00:00:00
T00545,2026-02-03 00:00:00,Dylan Lopez,FX,Option,Larsen Ray and Young,Buy,380,225.2,85576.0,Booked,False,False,2026-02-03 12:50:00,,2026-02-04 00:00:00
T00546,2026-02-03 00:00:00,David Williams,Equities,Equity,Chang-Peterson,Sell,2623,149.59,392374.57,Booked,False,False,2026-02-03 12:56:00,,2026-02-04 00:00:00
T00547,2026-02-03 00:00:00,Natalie Castillo,Rates,Bond,Brown-Wiggins,Buy,14260,94.89,1353131.4,Booked,False,False,2026-02-03 12:56:00,,2026-02-04 00:00:00
T00548,2026-02-03 00:00:00,Raymond Williams,FX,FX Forward,Crawford-Garrett,Sell,973853,0.8148,793495.42,Booked,False,False,2026-02-03 13:19:00,,2026-04-02 00:00:00
T00549,2026-02-03 00:00:00,Pamela Hahn,FX,Option,Ellis Group,Buy,755,293.91,221902.05,Booked,False,False,2026-02-03 13:22:00,,2026-02-04 00:00:00
T00550,2026-02-03 00:00:00,Pamela Hahn,FX,FX Forward,Stanton-Wilkinson,Buy,3785183,1.2036,4555846.26,Booked,False,False,2026-02-03 13:43:00,,2026-03-04 00:00:00
T00551,2026-02-03 00:00:00,Raymond Williams,FX,FX Forward,Fernandez-Ferguson,Sell,3505408,0.8566,3002732.49,Booked,False,False,2026-02-03 14:01:00,,2026-03-04 00:00:00
T00552,2026-02-03 00:00:00,Kevin Gutierrez,Equities,Option,Crawford-Garrett,Sell,1269,814.65,1033790.85,Booked,False,False,2026-02-03 14:12:00,,2026-02-04 00:00:00
T00553,2026-02-03 00:00:00,Natalie Castillo,Rates,Bond,Foster Jones and Reed,Buy,5254,104.43,548675.22,Cancelled,True,True,2026-02-03 14:25:00,2026-02-03 15:10:00,2026-02-04 00:00:00
T00554,2026-02-03 00:00:00,Tracy Hayes,Rates,Bond,Anthony-Baker,Buy,67907,107.336,7288865.75,Booked,False,False,2026-02-03 14:40:00,,2026-02-04 00:00:00
T00555,2026-02-03 00:00:00,Courtney Wagner,Equities,Equity,Bishop LLC,Buy,2535,352.94,894702.9,Booked,False,False,2026-02-03 15:04:00,,2026-02-04 00:00:00
T00556,2026-02-03 00:00:00,Sarah Silva,Rates,Swap,Larsen Ray and Young,Sell,12,649862.24,7798346.88,Booked,False,False,2026-02-03 16:19:00,,2026-02-05 00:00:00
T00557,2026-02-03 00:00:00,Eddie Hernandez,Credit,Bond,Anthony-Baker,Buy,13340,88.718,1183498.12,Booked,False,False,2026-02-03 16:29:00,,2026-02-04 00:00:00
T00558,2026-02-03 00:00:00,Eddie Hernandez,Credit,Swap,Mitchell-Rodgers,Sell,11,754712.85,8301841.35,Booked,False,False,2026-02-03 16:40:00,,2026-02-05 00:00:00
T00559,2026-02-04 00:00:00,Courtney Wagner,Equities,Equity,Larsen Ray and Young,Buy,12273,360.13,4419875.49,Booked,False,False,2026-02-04 09:37:00,,2026-02-05 00:00:00
T00560,2026-02-04 00:00:00,Dylan Lopez,FX,FX Forward,Dominguez and Sons,Buy,1576165,1.3024,2052797.3,Booked,False,False,2026-02-04 09:39:00,,2026-04-03 00:00:00
T00561,2026-02-04 00:00:00,Joshua Stevenson,Credit,Bond,Chang-Peterson,Buy,91117,104.133,9488286.56,Booked,False,False,2026-02-04 11:22:00,,2026-02-05 00:00:00
T00562,2026-02-04 00:00:00,Eddie Hernandez,Credit,Bond,Wall PLC,Sell,19351,100.111,1937247.96,Booked,False,False,2026-02-04 11:34:00,,2026-02-05 00:00:00
T00563,2026-02-04 00:00:00,Raymond Williams,FX,Option,Anthony-Baker,Sell,783,332.01,259963.83,Booked,False,False,2026-02-04 12:31:00,,2026-02-05 00:00:00
T00564,2026-02-04 00:00:00,Courtney Wagner,Equities,Equity,Wright and Sons,Buy,22560,159.47,3597643.2,Amended,True,False,2026-02-04 12:43:00,2026-02-05 17:15:00,2026-02-05 00:00:00
T00565,2026-02-04 00:00:00,Dylan Lopez,FX,FX Forward,Lee PLC,Sell,2960119,1.275,3774151.72,Booked,False,False,2026-02-04 13:13:00,,2026-03-05 00:00:00
T00566,2026-02-04 00:00:00,Joshua Stevenson,Credit,Swap,Santiago Reyes and Lynch,Sell,16,671125.03,10738000.48,Booked,False,False,2026-02-04 13:22:00,,2026-02-06 00:00:00
T00567,2026-02-04 00:00:00,Raymond Williams,FX,FX Forward,Chang-Peterson,Buy,2448313,1.5685,3840178.94,Amended,True,False,2026-02-04 13:32:00,2026-02-06 14:57:00,2026-04-03 00:00:00
T00568,2026-02-04 00:00:00,Tracy Hayes,Rates,Bond,Larsen Ray and Young,Sell,25870,98.941,2559603.67,Booked,False,False,2026-02-04 13:32:00,,2026-02-05 00:00:00
T00569,2026-02-04 00:00:00,Kevin Gutierrez,Equities,Equity,Santiago Reyes and Lynch,Buy,1986,193.44,384171.84,Booked,False,False,2026-02-04 13:44:00,,2026-02-05 00:00:00
T00570,2026-02-04 00:00:00,Courtney Wagner,Equities,Equity,Wright and Sons,Buy,8305,71.93,597378.65,Booked,False,False,2026-02-04 14:20:00,,2026-02-05 00:00:00
T00571,2026-02-04 00:00:00,Tracy Hayes,Rates,Swap,Chang-Peterson,Sell,1,778079.03,778079.03,Cancelled,True,True,2026-02-04 14:23:00,2026-02-04 19:50:00,2026-02-06 00:00:00
T00572,2026-02-04 00:00:00,Pamela Hahn,FX,FX Forward,Wall PLC,Sell,789499,0.9418,743550.16,Booked,False,False,2026-02-04 14:30:00,,2026-04-03 00:00:00
T00573,2026-02-04 00:00:00,Raymond Williams,FX,FX Forward,Mclaughlin PLC,Buy,1384871,1.4449,2001000.11,Booked,False,False,2026-02-04 14:42:00,,2026-03-05 00:00:00
T00574,2026-02-04 00:00:00,Natalie Castillo,Rates,Bond,Larsen Ray and Young,Buy,18654,92.876,1732508.9,Booked,False,False,2026-02-04 15:53:00,,2026-02-05 00:00:00
T00575,2026-02-04 00:00:00,Pamela Hahn,FX,Option,Chang-Peterson,Sell,1210,278.76,337299.6,Booked,False,False,2026-02-04 16:04:00,,2026-03-05 00:00:00
T00576,2026-02-04 00:00:00,Tracy Hayes,Rates,Bond,Brown-Wiggins,Buy,3838,103.201,396085.44,Booked,False,False,2026-02-04 16:14:00,,2026-02-05 00:00:00
T00577,2026-02-04 00:00:00,Pamela Hahn,FX,Option,Ellis Group,Buy,377,162.1,61111.7,Booked,False,False,2026-02-04 16:41:00,,2026-02-05 00:00:00
T00578,2026-02-05 00:00:00,Tracy Hayes,Rates,Swap,Chang-Peterson,Sell,32,685844.61,21947027.52,Amended,True,False,2026-02-05 07:41:00,2026-02-05 16:17:00,2026-02-09 00:00:00
T00579,2026-02-05 00:00:00,Raymond Williams,FX,FX Forward,Nguyen Group,Sell,2505964,1.5323,3839888.64,Booked,False,False,2026-02-05 08:57:00,,2026-04-06 00:00:00
T00580,2026-02-05 00:00:00,Margaret Arellano,Commodities,Option,Crawford-Garrett,Buy,339,475.65,161245.35,Booked,False,False,2026-02-05 10:21:00,,2026-02-06 00:00:00
T00581,2026-02-05 00:00:00,Heather Garrett,Commodities,Option,Lee PLC,Buy,1334,717.09,956598.06,Booked,False,False,2026-02-05 10:26:00,,2026-02-06 00:00:00
T00582,2026-02-05 00:00:00,Kevin Gutierrez,Equities,Equity,Mcconnell-Fisher,Sell,9556,66.56,636047.36,Booked,False,False,2026-02-05 10:53:00,,2026-02-06 00:00:00
T00583,2026-02-05 00:00:00,Kevin Gutierrez,Equities,Equity,Mclaughlin PLC,Buy,4189,323.84,1356565.76,Cancelled,True,True,2026-02-05 11:09:00,2026-02-05 11:54:00,2026-02-06 00:00:00
T00584,2026-02-05 00:00:00,Natalie Castillo,Rates,Swap,Larsen Ray and Young,Buy,7,679480.57,4756363.99,Booked,False,False,2026-02-05 11:51:00,,2026-02-09 00:00:00
T00585,2026-02-05 00:00:00,Pamela Hahn,FX,FX Forward,Larsen Ray and Young,Buy,1273210,1.4582,1856594.82,Booked,False,False,2026-02-05 12:27:00,,2026-05-05 00:00:00
T00586,2026-02-05 00:00:00,Joshua Wilson,Commodities,Option,Wright and Sons,Sell,8062,638.55,5147990.1,Booked,False,False,2026-02-05 12:30:00,,2026-02-06 00:00:00
T00587,2026-02-05 00:00:00,Tracy Hayes,Rates,Bond,Stanton-Wilkinson,Sell,9458,99.152,937779.62,Booked,False,False,2026-02-05 12:30:00,,2026-02-06 00:00:00
T00588,2026-02-05 00:00:00,Natalie Castillo,Rates,Swap,Mitchell-Rodgers,Sell,17,726969.35,12358478.95,Booked,False,False,2026-02-05 12:45:00,,2026-02-09 00:00:00
T00589,2026-02-05 00:00:00,Kevin Gutierrez,Equities,Equity,Santiago Reyes and Lynch,Buy,15968,463.07,7394301.76,Booked,False,False,2026-02-05 12:48:00,,2026-02-06 00:00:00
T00590,2026-02-05 00:00:00,Dylan Lopez,FX,FX Forward,Bishop LLC,Buy,1362557,1.2442,1695293.42,Booked,False,False,2026-02-05 12:50:00,,2026-04-06 00:00:00
T00591,2026-02-05 00:00:00,Tracy Hayes,Rates,Bond,Foster Jones and Reed,Buy,164555,110.644,18207023.42,Booked,False,False,2026-02-05 12:52:00,,2026-02-06 00:00:00
T00592,2026-02-05 00:00:00,Sarah Silva,Rates,Bond,Nguyen Group,Sell,7159,111.784,800261.66,Booked,False,False,2026-02-05 13:28:00,,2026-02-06 00:00:00
T00593,2026-02-05 00:00:00,Sarah Silva,Rates,Bond,Larsen Ray and Young,Sell,55923,107.34,6002774.82,Booked,False,False,2026-02-05 13:33:00,,2026-02-06 00:00:00
T00594,2026-02-05 00:00:00,Margaret Arellano,Commodities,Option,Mitchell-Rodgers,Buy,1056,508.43,536902.08,Amended,True,False,2026-02-05 13:53:00,2026-02-25 14:39:00,2026-02-06 00:00:00
T00595,2026-02-05 00:00:00,Kevin Gutierrez,Equities,Equity,Larsen Ray and Young,Buy,3445,279.16,961706.2,Booked,False,False,2026-02-05 14:24:00,,2026-02-06 00:00:00
T00596,2026-02-05 00:00:00,Dylan Lopez,FX,FX Forward,Mclaughlin PLC,Sell,11407050,0.9618,10971300.69,Booked,False,False,2026-02-05 14:56:00,,2026-05-05 00:00:00
T00597,2026-02-05 00:00:00,Sarah Silva,Rates,Swap,Larsen Ray and Young,Sell,28,377418.98,10567731.44,Booked,False,False,2026-02-05 15:32:00,,2026-02-09 00:00:00
T00598,2026-02-05 00:00:00,Tracy Hayes,Rates,Swap,Chang-Peterson,Sell,8,484664.33,3877314.64,Booked,False,False,2026-02-05 15:40:00,,2026-02-09 00:00:00
T00599,2026-02-05 00:00:00,David Williams,Equities,Equity,Sullivan-Baxter,Sell,19603,475.52,9321618.56,Booked,False,False,2026-02-05 15:43:00,,2026-02-06 00:00:00
T00600,2026-02-05 00:00:00,Joshua Stevenson,Credit,Bond,Mcconnell-Fisher,Buy,29377,110.916,3258379.33,Booked,False,False,2026-02-05 16:01:00,,2026-02-06 00:00:00
T00601,2026-02-05 00:00:00,Pamela Hahn,FX,Option,Anthony-Baker,Buy,4142,217.08,899145.36,Booked,False,False,2026-02-05 16:22:00,,2026-02-06 00:00:00
T00602,2026-02-05 00:00:00,Natalie Castillo,Rates,Bond,Foster Jones and Reed,Buy,48813,103.29,5041894.77,Booked,False,False,2026-02-05 16:38:00,,2026-02-06 00:00:00
